debate_name,debate_section,speaker,speech,speaking_time_seconds
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,"So the question you have to ask yourself is how do we change the Senate of the United States in a material way? And there are two things. That’s why I am for term limits of 12 years for every congressperson and senator to change who’s in charge, to get rid of Mitch McConnell and Lindsey Graham and Ted Cruz. But I am also … Senator Sanders is right. We need to win a huge victory across the board.",26.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"All right, Mr. Steyer.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,Democrats need to go to the grassroots. I built one of the biggest grassroots organizations in the United States.,4.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Your time’s up, sir.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,The way to win at the grassroots is tell the truth-,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Your time’s up, sir.",0.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,… and organize.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,Bill Whitaker.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,That’s what it’s going to take in 2020.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,"Your time’s up, sir. Bill Whitaker.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,"Let’s talk about education. South Carolina’s schools score in the bottom half of the national assessment. Black students here consistently score worse than white students. Mayor Bloomberg, a key element of your response to failing schools in New York City was a dramatic increase in public charter schools. As president, would you pursue that same strategy and seek to expand charter schools nationwide?",28.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Mike Bloomberg,"I’m not sure they’re appropriate every place. I can only tell you in New York, they provided parents with an alternative to send students to them. The charter schools are mixed in with the non-charter public schools, because our charter schools are public schools as well. They’ve helped each other. Saw a statistic the other day. When I came into office, zero New York City schools were in the top 25 of the state. When I left, 23 out of 25 were from New York City. We’ve cut the gap between the rich and the poor. We’ve made an enormous difference in all of the options that parents have. I raised teacher’s salaries by 43%. I put an extra $5 billion into our school system. I value education. It is the only ways to solve the poverty problem, is to get people a good education. And rather than just talk about it in New York, we actually did it.",52.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Senator Warren.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Gayle King,Senator Warren.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,"So this is one thing where a president can make a big difference all by herself. And I’m going to start with my Secretary of Education. My Secretary of Education will be someone who has taught in public school. My Secretary of Education will was someone who believes in public education, and my Secretary of Education will believe that public dollars should stay in public schools. One more thing. My Secretary of Education will believe that it is time to get rid of high stakes testing. We need to support our children. But look, we want to build a future in this country. We build a future by investing in our children. I’ve got a plan to put 800 billion new federal dollars into our public schools.",45.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,"Thank you. Thank you, Senator.",1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,Education is not free-,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,… to our public schools. Education is not free. We must invest in the future of our children.,3.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Senator Sanders?,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bernie Sanders,"Our campaign is about changing American priorities. Instead of giving tax breaks to billionaires, we’re going to have high quality universal childcare for every family in this country, because the psychologists tell us zero to four are the most important years of human development. We are going to triple funding for low-income Title One schools, because kids’ education should not depend upon the zip code in which they live. We’re going to make public colleges and universities tuition-free through a tax on Wall Street speculation, and we’re going to move to make certain that no teacher in America earns less than $60,000 a year. We want great teachers.",49.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Mayor Buttigieg.,2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Pete Buttigieg,"The best thing that we can do to support public education is to support public educators. I’m a little biased, because I’m married to one, and I get an education about education every day I come home. I have seen how teachers are being expected to dip into their own pockets to furnish their classrooms. Teachers are being expected to handle the mental health challenges that their students are facing, because we don’t have an adequate mental health system to support kids. And now some politicians, because they aren’t willing to face the need for common sense gun law, are expecting teachers to somehow transform themselves into highly trained armed guards when there’s a threat to a classroom. We have to show not only with compensation, but with support for the profession overall, our regard for those who are educating our kids. And yes, that means a Secretary of Education who will support teachers. It also means investing. I’m proposing an Education Access Corps that would show that we are going to honor our teachers a little better.",55.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,One way we can support our teachers is to cancel student loan debt.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Pass this on to Major.,1.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Major Garrett,"Candidates, good evening. Good evening.",2.0
South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,People across this country are being crushed by student loan debt. This is an issue we need to talk about.,5.0
